"Plot Title:  20849245"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849245, SEN S/N: 20849245)","RH, % (LGR S/N: 20849245, SEN S/N: 20849245)","Coupler Detached (LGR S/N: 20849245)","Coupler Attached (LGR S/N: 20849245)","Host Connected (LGR S/N: 20849245)","Stopped (LGR S/N: 20849245)","End Of File (LGR S/N: 20849245)"
1,08.16.20 klo 03.31.03 ip.,22.498,37.216,,,,,
2,08.16.20 klo 03.31.13 ip.,,,Logged,,,,
3,08.16.20 klo 03.32.00 ip.,,,,Logged,Logged,,
4,08.16.20 klo 03.32.11 ip.,,,Logged,,,,
5,08.16.20 klo 04.01.03 ip.,22.627,35.360,,,,,
6,08.16.20 klo 04.31.03 ip.,22.456,35.433,,,,,
7,08.16.20 klo 05.01.03 ip.,22.370,35.458,,,,,
8,08.16.20 klo 05.31.03 ip.,22.413,35.360,,,,,
9,08.16.20 klo 06.01.03 ip.,22.284,34.945,,,,,
10,08.16.20 klo 06.31.03 ip.,22.198,34.554,,,,,
11,08.16.20 klo 07.01.03 ip.,22.198,34.090,,,,,
12,08.16.20 klo 07.31.03 ip.,22.069,34.090,,,,,
13,08.16.20 klo 08.01.03 ip.,22.069,34.261,,,,,
14,08.16.20 klo 08.31.03 ip.,22.027,34.335,,,,,
15,08.16.20 klo 09.01.03 ip.,22.069,34.286,,,,,
16,08.16.20 klo 09.31.03 ip.,22.069,34.237,,,,,
17,08.16.20 klo 10.01.03 ip.,22.069,34.139,,,,,
18,08.16.20 klo 10.31.03 ip.,22.027,33.993,,,,,
19,08.16.20 klo 11.01.03 ip.,21.898,33.407,,,,,
20,08.16.20 klo 11.31.03 ip.,21.769,32.894,,,,,
21,08.17.20 klo 12.01.03 ap.,21.726,32.405,,,,,
22,08.17.20 klo 12.31.03 ap.,21.640,32.186,,,,,
23,08.17.20 klo 01.01.03 ap.,21.598,32.137,,,,,
24,08.17.20 klo 01.31.03 ap.,21.555,32.112,,,,,
25,08.17.20 klo 02.01.03 ap.,21.512,32.112,,,,,
26,08.17.20 klo 02.31.03 ap.,21.555,32.381,,,,,
27,08.17.20 klo 03.01.03 ap.,21.512,32.821,,,,,
28,08.17.20 klo 03.31.03 ap.,21.512,33.211,,,,,
29,08.17.20 klo 04.01.03 ap.,21.469,33.578,,,,,
30,08.17.20 klo 04.31.03 ap.,21.469,33.797,,,,,
31,08.17.20 klo 05.01.03 ap.,21.469,34.212,,,,,
32,08.17.20 klo 05.31.03 ap.,21.469,34.505,,,,,
33,08.17.20 klo 06.01.03 ap.,21.469,34.652,,,,,
34,08.17.20 klo 06.31.03 ap.,21.469,34.628,,,,,
35,08.17.20 klo 07.01.03 ap.,21.469,34.628,,,,,
36,08.17.20 klo 07.31.03 ap.,21.469,34.823,,,,,
37,08.17.20 klo 08.01.03 ap.,21.512,35.043,,,,,
38,08.17.20 klo 08.31.03 ap.,21.426,34.628,,,,,
39,08.17.20 klo 09.01.03 ap.,21.426,34.212,,,,,
40,08.17.20 klo 09.31.03 ap.,21.469,34.139,,,,,
41,08.17.20 klo 10.01.03 ap.,21.426,34.139,,,,,
42,08.17.20 klo 10.31.03 ap.,21.469,34.310,,,,,
43,08.17.20 klo 11.01.03 ap.,21.512,34.310,,,,,
44,08.17.20 klo 11.31.03 ap.,21.640,34.335,,,,,
45,08.17.20 klo 12.01.03 ip.,21.640,34.212,,,,,
46,08.17.20 klo 12.31.03 ip.,21.812,34.481,,,,,
47,08.17.20 klo 01.01.03 ip.,21.898,34.530,,,,,
48,08.17.20 klo 01.31.03 ip.,22.027,34.188,,,,,
49,08.17.20 klo 02.01.03 ip.,22.112,34.139,,,,,
50,08.17.20 klo 02.31.03 ip.,22.112,34.017,,,,,
51,08.17.20 klo 03.01.03 ip.,22.069,33.993,,,,,
52,08.17.20 klo 03.31.03 ip.,21.984,33.602,,,,,
53,08.17.20 klo 04.01.03 ip.,22.069,33.333,,,,,
54,08.17.20 klo 04.31.03 ip.,22.069,33.089,,,,,
55,08.17.20 klo 05.01.03 ip.,22.027,33.260,,,,,
56,08.17.20 klo 05.31.03 ip.,21.941,33.236,,,,,
57,08.17.20 klo 06.01.03 ip.,21.383,32.698,,,,,
58,08.17.20 klo 06.31.03 ip.,21.512,32.723,,,,,
59,08.17.20 klo 07.01.03 ip.,21.555,32.454,,,,,
60,08.17.20 klo 07.31.03 ip.,21.555,32.259,,,,,
61,08.17.20 klo 08.01.03 ip.,21.640,32.625,,,,,
62,08.17.20 klo 08.31.03 ip.,21.598,32.796,,,,,
63,08.17.20 klo 09.01.03 ip.,21.640,33.114,,,,,
64,08.17.20 klo 09.31.03 ip.,21.640,33.333,,,,,
65,08.17.20 klo 10.01.03 ip.,21.598,33.724,,,,,
66,08.17.20 klo 10.31.03 ip.,21.640,34.164,,,,,
67,08.17.20 klo 11.01.03 ip.,21.598,34.750,,,,,
68,08.17.20 klo 11.31.03 ip.,21.598,35.067,,,,,
69,08.18.20 klo 12.01.03 ap.,21.555,35.263,,,,,
70,08.18.20 klo 12.31.03 ap.,21.512,35.482,,,,,
71,08.18.20 klo 01.01.03 ap.,21.469,35.531,,,,,
72,08.18.20 klo 01.31.03 ap.,21.426,35.629,,,,,
73,08.18.20 klo 02.01.03 ap.,21.383,35.653,,,,,
